y,c,k,a,h,b,AUX_ENDO_LEAD_43
0.948883389379011,0.611131156226943,5.6687036488878615,-0.014831031457962605,0.3260499088855903,-0.005825034991022991,5.454217734802248
0.9658800776436536,0.6261790036068298,5.860750612618811,-0.0036613649741502902,0.32517522752648226,-0.021424507234181878,5.789461655821173
0.9845831094259553,0.6334029708482272,6.062258287220528,0.002084615946952797,0.32760179206371826,-0.011381491209715447,5.806719540224733
1.0201617385521495,0.6450593233758135,6.285678565970618,0.0166750119209568,0.33297508694257805,-0.00045356813840876156,5.9448203949063085
1.0317613544373039,0.652446156040317,6.509503894790628,0.019165374771351846,0.3334247823181599,0.005962300738300592,6.27876205998284
1.0365175035620173,0.6639635892239771,6.717533501342528,0.022652574460855383,0.33052724218935486,-0.006448120472864248,6.653341208436455
1.0881448339894413,0.6819279423472818,6.955380513048108,0.047401164666771675,0.33794305654472284,-0.0015574081721926036,6.590519439672709
1.1006466451694468,0.6930282502626651,7.187759168164956,0.052680982642408454,0.33728808827534995,-0.004890925048693773,7.01616754628541
1.0945154317153147,0.6959009650070368,7.407192053534173,0.04537867987543051,0.3345898370697221,0.001849210221020534,7.2454901857116045
1.0891705148002406,0.6982635972429945,7.6156067227997255,0.038352552542341364,0.3322890587001353,0.009699202323587203,7.455182570000527
1.0749171224760992,0.7045360322721562,7.794673276758582,0.03183054439098195,0.32616370987760596,-0.003335983995876632,7.83497829366274
1.0448038557998833,0.7047747194790683,7.936202514234349,0.016173069724072498,0.3179472483743219,-0.013111499776716586,8.049484901966327
1.0531099107098296,0.7126892720754487,8.073082701820942,0.020646415396553833,0.31731617088458497,-0.018533278494939135,8.03547842832466
1.0513552140655575,0.7155439211620193,8.20243795127163,0.017889471524310627,0.3158060249406723,-0.016705669840440175,8.159253729855115
1.0422983487138962,0.716307874099245,8.319205106052479,0.011279341931131044,0.31308354113185327,-0.01502172358214868,8.314822598596258
0.9984937178922227,0.7117770485891339,8.390537366547687,-0.01071408115498896,0.3029024090094407,-0.02672156409620613,8.639782515871353
0.9925896747686364,0.7080473755500272,8.461615825118603,-0.01796815332170628,0.3026625840634303,-0.013354523815792824,8.417169167189137
0.9923070626613762,0.7101267295338453,8.52843805505602,-0.01871490856519339,0.3018313453832681,-0.013777855697981008,8.560561755343532
0.9844436238883977,0.7092354598041803,8.587253036386908,-0.024214640984583487,0.30003200933421165,-0.011484463908035206,8.635136131740152
0.9752946970343357,0.7094972123763679,8.634307775651973,-0.028964225879915834,0.297467002695776,-0.014657396004793523,8.73532663181269
0.9694904273523348,0.7087809313950315,8.675561850657889,-0.03299658075961786,0.2961600567039234,-0.012983958718361072,8.739405590966975
0.99183412224541,0.717274901871726,8.72836523151826,-0.02012853668884814,0.2991084122740568,-0.017563936989837117,8.728214259207137
1.0203197074680201,0.7228199700503524,8.80583205835391,-0.007938190534393924,0.3047855625666446,-0.006581901420791831,8.65618238520391
1.032809708353169,0.7307927525747413,8.883691446876668,5.607193315838085e-5,0.30526290093841846,-0.014478199113722313,8.913393702838263
1.0325788631964288,0.734356921293627,8.954565576379874,0.0002888556219756868,0.30390655368139424,-0.018966848770673117,9.01309044137998
1.0786690183788337,0.748482497127767,9.055650329800732,0.024590459405121015,0.3112211998599816,-0.018902256761545572,8.898618890951418
1.0855611739048066,0.7545315795232814,9.153851450890244,0.028420751741747276,0.3108856931386657,-0.02323148606083124,9.161784784178485
1.0876084570310118,0.7530109670195393,9.257439919314281,0.024702084170778963,0.3119904878207087,-0.007805169620877154,9.144216313309272
1.1023927772345665,0.7585356318378669,9.368853869430154,0.030662456329692674,0.3139760589605127,-0.0036349088569332115,9.27878844749916
1.113637701063342,0.7649332754975523,9.48209125080968,0.0358848609710177,0.31468913660253417,-0.004495640233594495,9.436059382731091
1.107146329680395,0.766617591948336,9.584168901234403,0.031385870133205256,0.3123251179466396,-0.005048199060510387,9.60788290866182
1.1045595850879553,0.7713573244272339,9.674148809542737,0.0309834777128086,0.30990593272667044,-0.013057592748018198,9.748208276029962
1.0995757336698704,0.7718185035550005,9.757125875856197,0.026767952908125704,0.30839298383410807,-0.010561342496971,9.777494588369018
1.0845791395614044,0.7678566906132709,9.829085125035716,0.015921834862872707,0.30578268736363357,-0.003013650937426114,9.860208448446594
1.06699932324028,0.7688304872990788,9.877559166683342,0.008503885963548789,0.3006830404807589,-0.014319046450309129,10.067594047572417
1.0375417389755996,0.7616822360473672,9.9031930805648,-0.00857660019816235,0.2953255353251813,-0.011861159064911723,10.065725774649254
1.0491214392203614,0.7640815706472766,9.938580008717047,-0.0036408511295237768,0.29758064015196645,-0.007481730043052564,9.940142457733174
1.0347289076424742,0.7652588186817861,9.954023697023166,-0.008647125391513353,0.29326761157626785,-0.02007253315638218,10.177090345777026
1.052029237593328,0.7678590261493269,9.985889375659296,-0.0013147414977074268,0.29699420843118124,-0.01246504385209862,9.951913197053521
1.0379243992207903,0.7650184975639702,10.00572402836954,-0.009310659246933011,0.29421756378250025,-0.012357043508410642,10.1388538870709
1.037171079133405,0.7631983650511547,10.028055531694125,-0.011655441533835048,0.2946750133326907,-0.005406580711308658,10.067697735859449
1.018353750895047,0.760395546642249,10.032479209238458,-0.02088148995789014,0.2906124271559606,-0.01022461035429364,10.229271647970245
1.0237499372183172,0.7623290154502778,10.039913645226871,-0.017687719802469568,0.29136728286343877,-0.011456581901554654,10.129052089045231
0.9954252544947738,0.7568544939683338,10.022753084386249,-0.03172482950802202,0.28570795904176777,-0.017082819096164534,10.28001708716858
1.0005058096646873,0.755893585809087,10.013658105252594,-0.030240288646912212,0.28742844958238434,-0.011326192300286328,10.07459561789568
0.9912786848042795,0.7538615944936696,9.997018074971468,-0.03463697167760135,0.28567510971085297,-0.013409601481233616,10.16546203069294
1.0275446146850622,0.7588163015893097,10.015733390713523,-0.018069442416663042,0.2936670911349989,-0.00031594588184018224,9.893326799809415
1.0275147606305142,0.7538508499734298,10.043753515681983,-0.02264187163245976,0.2954618131769643,0.01714081049389647,10.001988414665579
1.0226273123909753,0.7530559567818347,10.067249375951262,-0.025813168952164352,0.29443092658761716,0.01811086847316618,10.154656945114178
1.0207096144873038,0.7506296545119602,10.092948134287306,-0.029147517488962646,0.29479410331116057,0.026345338482159017,10.119044342275384
1.0154950515362766,0.7513749519334185,10.110822233354137,-0.03112574102982182,0.2931157148584465,0.021934030064361065,10.23997544982955
0.9770170213740285,0.7418542511678324,10.09920516297389,-0.05210671970490012,0.28618427626912846,0.02162009762740719,10.343199695004726
0.9536560561709113,0.7347341346508978,10.072202637892616,-0.06518209196559586,0.282462485711439,0.023659027216005515,10.265070929603654
0.9511973104103173,0.7351027208733596,10.041476465030856,-0.06483055243230018,0.281664867230725,0.01798802394620157,10.219429810102529
0.9627786515648148,0.7338301446550639,10.027409930727355,-0.06098805467487373,0.28525355748981157,0.02895040313392301,10.029812985768315
0.9710391347233649,0.7351601843858689,10.02101695949641,-0.05672013746002363,0.28700078319977335,0.030363143148606678,10.089151121859924
0.9828268801381667,0.7367368130424923,10.02617935387754,-0.051330059949156015,0.28961075059920804,0.0346376535944681,10.051120834275661
1.031363002586252,0.7505142027206897,10.065217380213102,-0.024356608363866872,0.297712158844791,0.03191636933893326,9.978951756575128
1.0477791708180746,0.7561097173658787,10.113954763154084,-0.01569957919938694,0.300112563617174,0.031391824011780575,10.111704466347543
1.032776191337282,0.7561650672920956,10.144107975603552,-0.022236341981656457,0.2960420518848398,0.023064545552833333,10.31936073939515
1.038456953034519,0.7581725616926245,10.177484522847895,-0.01972452335168591,0.2968468594727685,0.024161292775274394,10.218124462686141
1.0490207957297233,0.7633555536517775,10.21412658048945,-0.013161692972492608,0.29781706040040573,0.01953851264804261,10.273738817446302
1.0736771997111707,0.7708734333460077,10.267002941350736,-0.00015081431993761024,0.30174417199413944,0.019581207688708566,10.23246975545936
1.0639127884868993,0.7715593674552821,10.306562602922227,-0.004574714074773861,0.29885899502294644,0.014007407417845497,10.43943149217322
1.0538491451300687,0.7723229106500826,10.332290293450015,-0.00860395333443773,0.2958648559762107,0.006732543126024224,10.492998448661575
1.0813798837476571,0.7776237404081862,10.381963262273269,0.003953223868636554,0.3013728968321922,0.015244437297338608,10.287065191999071
1.041362240827796,0.7724873202977485,10.392002523167951,-0.015081730456760997,0.2924340236421973,0.002574692829592032,10.705944551988017
1.0283827986813165,0.7705303512631898,10.389733995477076,-0.02129013437596737,0.28964041726470696,-0.0011581504257141741,10.567413874198923
1.0634204840016983,0.7769498303487964,10.418552988652491,-0.0044319746286843875,0.2967689969569391,0.007548769616090502,10.320137078931092
1.061103349918978,0.777911360520199,10.442710104459705,-0.00537413215558709,0.2957943327481677,0.005156990700761808,10.548016722050917
1.0445815442809763,0.7717961010928993,10.458018518668412,-0.016532892614703983,0.2935541097679542,0.012958685611549996,10.551731862125296
1.0522098074665251,0.7774363912270111,10.472114932675366,-0.009996907307536114,0.2935657512372924,0.0027913689589137095,10.605990465323293
1.0666584055215984,0.7783083201956679,10.502371295372757,-0.004947182185115547,0.2971499317905054,0.013386081074615504,10.458725929455621
1.058421343070736,0.7831941531231494,10.513290854969355,-0.004782681742597516,0.2931522630421241,-0.006309672912998129,10.768288186362684
1.0581066087055586,0.7842006573398653,10.521929852429167,-0.004440594943476834,0.29270186642187807,-0.008786609253159838,10.640102278685408
1.0680610195859466,0.7831880893157935,10.544737055414508,-0.002211584910168714,0.29575692773575996,0.0035458465949087317,10.51454102424331
1.0594545292438222,0.7874176533584651,10.548986516340065,-0.0024508656275022446,0.2918977913048648,-0.015045605785691267,10.80668773765624
1.1117103396664065,0.8005334857901151,10.592938389037506,0.025264471484758053,0.30124360732464167,-0.012632418602208258,10.467685689889574
1.1265040382584273,0.8039636426960699,10.64866443543385,0.031496873176822045,0.3039921529747551,-0.007184989151071166,10.616666446185299
1.141273650143661,0.8060137369764376,10.71873163813935,0.03623970656644008,0.3072352483227602,0.0036951893415068937,10.634947076308354
1.1702174247301602,0.8166883332273022,10.804378256593965,0.05210722747900698,0.3111737455951508,0.00030971118020187496,10.752045649872805
1.1940095026977087,0.8230226449377679,10.907423239212712,0.062295869745625704,0.31529722368937263,0.007822658366543101,10.782393683944745
